1,F2,A2VW01  ,100,1
2,F2,A2VW02  ,100,2
3,F2,A2VW03  ,100,3
4,F2,A2VW04  ,100,4
5,F2,A2VW05  ,100,5
6,F2,A2VW06  ,100,6
7,F2,A2VW07  ,100,7
8,F2,A2VW08  ,100,8
9,F2,A2VW09  ,100,9
10,F2,A2VW10  ,100,10
11,F2,A2VW11  ,100,11
12,F2,A2VW12  ,100,12
13,F2,A2VW13  ,100,13
14,F2,A2VW14  ,100,14
15,F2,A2VW15  ,100,15
16,F2,A2VW16  ,100,16
17,F2,A2VW17  ,100,17
18,F2,A2VW18  ,100,18
19,F2,A2VW19  ,100,19
20,F2,A2VW20  ,100,20
21,F2,A2VW21,100,21
22,F2,A2CW57,100,22
23,F2,A2CW56,100,23
24,F2,A2CW53,100,24
25,F2,A2CW55,100,25
26,F2,A2CW54,100,26
27,F2,A2CW47,100,27
28,F2,A2CW48,100,28
29,F2,A2CW51,100,29
30,F2,A2CW49,100,30
31,F2,A2CW50,100,31
32,F2,A2CW41,100,32
33,F2,A2CW45,100,33
34,F2,A2CW44,100,34
35,F2,A2CW43,100,35
36,F2,A2CW42,100,36
37,F2,A2CW39,100,37
38,F2,A2CW40,100,38
39,F2,A2CW32,100,39
40,F2,A2CW31,100,40
41,F2,A2CW28,100,41
42,F2,A2CW29,100,42
43,F2,A2CW30,100,43
44,F2,A2CW34,100,44
45,F2,A2CW35,100,45
46,F2,A2CW37,100,46
47,F2,A2CW36,100,47
48,F2,A2CW16,100,48
49,F2,A2CW17,100,49
50,F2,A2CW20,100,50
51,F2,A2CW19,100,51
52,F2,A2CW18,100,52
53,F2,A2CW08,100,53
54,F2,A2CW07,100,54
55,F2,A2CW09,100,55
56,F2,A2CW10,100,56
57,F2,A2CW05,100,57
58,F2,A2CW06,100,58
59,F2,A2CW04,100,59
60,F2,A2CW15,100,60
61,F2,A2CW27,100,61
62,F2,A2CW33,100,62
63,F2,A2CW38,100,63
64,F2,A2CW46,100,64
65,F2,A2CW52,100,65
66,F2,A2DW56A,100,66
67,F2,A2CW24,100,67
68,F2,A2CW25,100,68
69,F2,A2CW26,100,69
70,F2,A2DW44,100,70
71,F2,A2CW23,100,71
72,F2,A2CW13,100,72
73,F2,A2CW22,100,73
74,F2,A2CW21,100,74
75,F2,A2CW14,100,75
76,F2,A2CW12,100,76
77,F2,A2CW01,100,77
78,F2,A2DW30,100,78
79,F2,A2CW11,100,79
80,F2,A2CW02,100,80
81,F2,A2CW03,100,81
82,F2,A2DW43,100,82
83,F2,A2DW29,100,83
84,F2,A2CWP04,100,84
85,F2,A2CWP03,100,85
86,F2,A2CWP02,100,86
87,F2,A2CWP01,100,87
88,F2,A2DWP02,100,88
89,F2,A2DWP01,100,89
90,F2,A2DW04,100,90
91,F2,A2DW03,100,91
92,F2,A2DW02,100,92
93,F2,A2DW01,100,93
94,F2,A2DW05,100,94
95,F2,A2DW06,100,95
96,F2,A2DW10,100,96
97,F2,A2DW11,100,97
98,F2,A2DW12,100,98
99,F2,A2DW13,100,99
100,F2,A2DW14,100,100
101,F2,A2DW09,100,101
102,F2,A2DW08,100,102
103,F2,A2DW07,100,103
104,F2,A2DW15,100,104
105,F2,A2DW16,100,105
106,F2,A2DW17,100,106
107,F2,A2DW18,100,107
108,F2,A2DW19,100,108
109,F2,A2DW20,100,109
110,F2,A2DW21,100,110
111,F2,A2DW22,100,111
112,F2,A2DW23,100,112
113,F2,A2DW24,100,113
114,F2,A2DW28,100,114
115,F2,A2DW32,100,115
116,F2,A2DW31,100,116
117,F2,A2DW27,100,117
118,F2,A2DW26,100,118
119,F2,A2DW33,100,119
120,F2,A2DW34,100,120
121,F2,A2DW35,100,121
122,F2,A2DW36,100,122
123,F2,A2DW25,100,123
124,F2,A2DW37,100,124
125,F2,A2DW38,100,125
126,F2,A2DW39,100,126
127,F2,A2DW40,100,127
128,F2,A2DW41,100,128
129,F2,A2DW42,100,129
130,F2,A2DW50,100,130
131,F2,A2DW49,100,131
132,F2,A2DW48,100,132
133,F2,A2DW47,100,133
134,F2,A2DW46,100,134
135,F2,A2DW45,100,135
136,F2,A2DW51,100,136
137,F2,A2DW55,100,137
138,F2,A2DW54,100,138
139,F2,A2DW57,100,139
140,F2,A2DW58,100,140
141,F2,A2DW59,100,141
142,F2,A2DW60,100,142
143,F2,A2DW53,100,143
144,F2,A2DW52,100,144
145,F2,A2DW64,100,145
146,F2,A2DW66,100,146
147,F2,A2DW67,100,147
148,F2,A2DW63,100,148
149,F2,A2DW68,100,149
150,F2,A2DW69,100,150
151,F2,A2DW62,100,151
152,F2,A2DW71,100,152
153,F2,A2DW70,100,153
154,F2,A2DW61,100,154
155,F2,A2DW56,100,155
156,F2,A2DW65,100,156
157,F2,A2DW77,100,157
158,F2,A2DW78,100,158
159,F2,A2DW79,100,159
160,F2,A2DW80,100,160
161,F2,A2DW81,100,161
162,F2,A2DW82,100,162
163,F2,A2DW83,100,163
164,F2,A2DW76,100,164
165,F2,A2DW75,100,165
166,F2,A2DW74,100,166
167,F2,A2DW73,100,167
168,F2,A2DW72,100,168
169,F2,A2DW90,100,169
170,F2,A2DW91,100,170
171,F2,A2DW88,100,171
172,F2,A2DW87,100,172
173,F2,A2DW86,100,173
174,F2,A2DW85,100,174
175,F2,A2DW92,100,175
176,F2,A2DW93,100,176
177,F2,A2DW84,100,177
178,F2,A2DW94,100,178
179,F2,A2DW95,100,179
180,F2,A2DW100,100,180
181,F2,A2DW99,100,181
182,F2,A2DW98,100,182
183,F2,A2DW97,100,183
184,F2,A2DW96,100,184
185,F2,A2DW89,100,185
186,F2,A2DW102,100,186
187,F2,A2DW103,100,187
188,F2,A2DW104,100,188
189,F2,A2DW105,100,189
190,F2,A2DW106,100,190
191,F2,A2DW101,100,191
192,F2,A2BW15,100,192
193,F2,A2BW23,100,193
194,F2,A2BW22,100,194
195,F2,A2BW21,100,195
196,F2,A2BW16,100,196
197,F2,A2BW17,100,197
198,F2,A2BW18,100,198
199,F2,A2BW20,100,199
200,F2,A2BW19,100,200
201,F2,A2BW26,100,201
202,F2,A2BW24,100,202
203,F2,A2BW25,100,203
204,F2,A2BW28,100,204
205,F2,A2BW27,100,205
206,F2,A2BW34,100,206
207,F2,A2BW33,100,207
208,F2,A2BW30,100,208
209,F2,A2BW32,100,209
210,F2,A2BW31,100,210
211,F2,A2BW29,100,211
212,F2,A2BWP01,100,212
213,F2,A2BW10,100,213
214,F2,A2BW12,100,214
215,F2,A2BW11,100,215
216,F2,A2BW14,100,216
217,F2,A2BW13,100,217
218,F2,A2BW07,100,218
219,F2,A2BW06,100,219
220,F2,A2BW03,100,220
221,F2,A2BW04,100,221
222,F2,A2BW05,100,222
223,F2,A2BW02,100,223
224,F2,A2BW01,100,224
225,F2,A2BW08,100,225
226,F2,A2BW09,100,226
227,F2,A2AWP01,100,227
228,F2,A2AW24,100,228
229,F2,A2AW25,100,229
230,F2,A2AW23,100,230
231,F2,A2AW22,100,231
232,F2,A2AW21,100,232
233,F2,A2AW34,100,233
234,F2,A2AW33,100,234
235,F2,A2AW32,100,235
236,F2,A2AW31,100,236
237,F2,A2AW26,100,237
238,F2,A2AW27,100,238
239,F2,A2AW28,100,239
240,F2,A2AW29,100,240
241,F2,A2AW30,100,241
242,F2,A2AW35,100,242
243,F2,A2AW40,100,243
244,F2,A2AW39,100,244
245,F2,A2AW38,100,245
246,F2,A2AW37,100,246
247,F2,A2AW36,100,247
248,F2,A2AW41,100,248
249,F2,A2AW42,100,249
250,F2,A2AW43,100,250
251,F2,A2AW44,100,251
252,F2,A2AW45,100,252
253,F2,A2AW46,100,253
254,F2,A2AW52,100,254
255,F2,A2AW48,100,255
256,F2,A2AW49,100,256
257,F2,A2AW50,100,257
258,F2,A2AW51,100,258
259,F2,A2AW53,100,259
260,F2,A2AW54,100,260
261,F2,A2AW55,100,261
262,F2,A2AW47,100,262
263,F2,A2AW58,100,263
264,F2,A2AW57,100,264
265,F2,A2AW56,100,265
266,F2,A2AW62,100,266
267,F2,A2AW59,100,267
268,F2,A2AW60,100,268
269,F2,A2AW61,100,269
270,F2,A2AW63,100,270
271,F2,A2AW64,100,271
272,F2,A2AW65,100,272
273,F2,A2AW66,100,273
274,F2,A2AW67,100,274
275,F2,A2AW68,100,275
276,F2,A2AW16,100,276
277,F2,A2AW19,100,277
278,F2,A2AW18,100,278
279,F2,A2AW15,100,279
280,F2,A2AW17,100,280
281,F2,A2AW10,100,281
282,F2,A2AW09,100,282
283,F2,A2AW08,100,283
284,F2,A2AW13,100,284
285,F2,A2AW14,100,285
286,F2,A2AW12,100,286
287,F2,A2AW11,100,287
288,F2,A2AW07,100,288
289,F2,A2AW20,100,289
290,F2,A2AW04,100,290
291,F2,A2AW06,100,291
292,F2,A2AW05,100,292
293,F2,A2AW03,100,293
294,F2,A2AW02,100,294
295,F2,A2AW01,100,295
296,F7,7BW38,100,296
297,F7,7BW59,100,297
298,F7,7BW61,100,298
299,F7,7BW50,100,299
300,F7,7BW37,100,300
301,F7,7BW39,100,301
302,F7,7BW27,100,302
303,F7,7BW29,100,303
304,F7,7BW16,100,304
305,F7,7BW18,100,305
306,F7,7BW05,100,306
307,F7,7BW07,100,307
308,F7,7BW51,100,308
309,F7,7BW08,100,309
310,F7,7BW19,100,310
311,F7,7BW40,100,311
312,F7,7BW06,100,312
313,F7,7BW58,100,313
314,F7,7BW60,100,314
315,F7,7BW49,100,315
316,F7,7BW36,100,316
317,F7,7BW26,100,317
318,F7,7BW28,100,318
319,F7,7BW15,100,319
320,F7,7BW17,100,320
321,F7,7BW04,100,321
322,F7,7BW48,100,322
323,F7,7BW47,100,323
324,F7,7BW10,100,324
325,F7,7BW21,100,325
326,F7,7BW67,100,326
327,F7,7BW57,100,327
328,F7,7BW46,100,328
329,F7,7BW35,100,329
330,F7,7BW25,100,330
331,F7,7BW14,100,331
332,F7,7BW65,100,332
333,F7,7BW55,100,333
334,F7,7BW44,100,334
335,F7,7BW33,100,335
336,F7,7BW23,100,336
337,F7,7BW12,100,337
338,F7,7BW31,100,338
339,F7,7BW02,100,339
340,F7,7BW63,100,340
341,F7,7BW53,100,341
342,F7,7BW42,100,342
343,F7,7AW51,100,343
344,F7,7AW58,100,344
345,F7,7AW49,100,345
346,F7,7AW47,100,346
347,F7,7AW40,100,347
348,F7,7AW38,100,348
349,F7,7AW36,100,349
350,F7,7AW28,100,350
351,F7,7AW26,100,351
352,F7,7AW19,100,352
353,F7,7AW17,100,353
354,F7,7AW15,100,354
355,F7,7AW04,100,355
356,F7,7AW08,100,356
357,F7,7AW06,100,357
358,F7,7AW64,100,358
359,F7,7AW66,100,359
360,F7,7AW56,100,360
361,F7,7AW54,100,361
362,F7,7AW45,100,362
363,F7,7AW43,100,363
364,F7,7AW11,100,364
365,F7,7AW13,100,365
366,F7,7AW24,100,366
367,F7,7AW22,100,367
368,F7,7AW32,100,368
369,F7,7AW34,100,369
370,F7,7AW03,100,370
371,F7,7AW50,100,371
372,F7,7AW39,100,372
373,F7,7AW29,100,373
374,F7,7AW59,100,374
375,F7,7AW48,100,375
376,F7,7AW37,100,376
377,F7,7AW27,100,377
378,F7,7AW16,100,378
379,F7,7AW18,100,379
380,F7,7AW07,100,380
381,F7,7AW05,100,381
382,F7,7AW09,100,382
383,F7,7BW52,100,383
384,F7,7BW41,100,384
385,F7,7BW30,100,385
386,F7,7BW20,100,386
387,F7,7BW09,100,387
388,F7,7AW52,100,388
389,F7,7AW41,100,389
390,F7,7AW62,100,390
391,F7,7AW30,100,391
392,F7,7AW20,100,392
393,F7,7BW01,100,393
394,F7,7BW34,100,394
395,F7,7BW32,100,395
396,F7,7BW24,100,396
397,F7,7BW22,100,397
398,F7,7BW13,100,398
399,F7,7BW11,100,399
400,F7,7BW03,100,400
401,F7,7BW64,100,401
402,F7,7BW56,100,402
403,F7,7BW54,100,403
404,F7,7BW45,100,404
405,F7,7BW43,100,405
406,F7,7BW66,100,406
407,F7,7AW12,100,407
408,F7,7AW14,100,408
409,F7,7AW02,100,409
410,F7,7AW57,100,410
411,F7,7AW65,100,411
412,F7,7AW55,100,412
413,F7,7AW63,100,413
414,F7,7AW53,100,414
415,F7,7AW42,100,415
416,F7,7AW44,100,416
417,F7,7AW46,100,417
418,F7,7AW31,100,418
419,F7,7AW33,100,419
420,F7,7AW35,100,420
421,F7,7AW21,100,421
422,F7,7AW23,100,422
423,F7,7AW25,100,423
424,F7,7AW10,100,424
425,F7,7AW67,100,425
426,F7,7BW62,100,426
427,F7,7AW61,100,427
428,F7,7AW01,100,428
429,F7,7AW60,100,429
430,F5,5BW21,100,430
431,F5,5BW41,100,431
432,F5,5BW57,100,432
433,F5,5BW130,100,433
434,F5,5BW112,100,434
435,F5,5BW92,100,435
436,F5,5BW72,100,436
437,F5,5BW119,100,437
438,F5,5BW71,100,438
439,F5,5BW69,100,439
440,F5,5BW88,100,440
441,F5,5BW90,100,441
442,F5,5BW108,100,442
443,F5,5BW110,100,443
444,F5,5BW127,100,444
445,F5,5BW129,100,445
446,F5,5BW18,100,446
447,F5,5BW37,100,447
448,F5,5BW20,100,448
449,F5,5BW39,100,449
450,F5,5BW53,100,450
451,F5,5BW55,100,451
452,F5,5BW125,100,452
453,F5,5BW106,100,453
454,F5,5BW35,100,454
455,F5,5BW51,100,455
456,F5,5BW67,100,456
457,F5,5BW86,100,457
458,F5,5BW16,100,458
459,F5,5BW139,100,459
460,F5,5BW121,100,460
461,F5,5BW66,100,461
462,F5,5BW81,100,462
463,F5,5BW64,100,463
464,F5,5BW79,100,464
465,F5,5BW101,100,465
466,F5,5BW99,100,466
467,F5,5BW97,100,467
468,F5,5BW135,100,468
469,F5,5BW77,100,469
470,F5,5BW62,100,470
471,F5,5BW117,100,471
472,F5,5BW133,100,472
473,F5,5BW95,100,473
474,F5,5BW75,100,474
475,F5,5BW115,100,475
476,F5,5BW137,100,476
477,F5,5BW60,100,477
478,F5,5BW44,100,478
479,F5,5BW02,100,479
480,F5,5BW24,100,480
481,F5,5BW04,100,481
482,F5,5BW26,100,482
483,F5,5BW46,100,483
484,F5,5BW06,100,484
485,F5,5BW28,100,485
486,F5,5BW48,100,486
487,F5,5BW08,100,487
488,F5,5BW30,100,488
489,F5,5BW50,100,489
490,F5,5BW131,100,490
491,F5,5BW111,100,491
492,F5,5BW91,100,492
493,F5,5BW93,100,493
494,F5,5BW113,100,494
495,F5,5BW17,100,495
496,F5,5BW36,100,496
497,F5,5BW19,100,497
498,F5,5BW38,100,498
499,F5,5BW52,100,499
500,F5,5BW68,100,500
501,F5,5BW40,100,501
502,F5,5BW58,100,502
503,F5,5BW42,100,503
504,F5,5BW56,100,504
505,F5,5BW22,100,505
506,F5,5BW128,100,506
507,F5,5BW89,100,507
508,F5,5BW107,100,508
509,F5,5BW109,100,509
510,F5,5BW87,100,510
511,F5,5BW54,100,511
512,F5,5BW126,100,512
513,F5,5BW73,100,513
514,F5,5BW70,100,514
515,F5,5BW138,100,515
516,F5,5BW120,100,516
517,F5,5BW100,100,517
518,F5,5BW80,100,518
519,F5,5BW78,100,519
520,F5,5BW98,100,520
521,F5,5BW118,100,521
522,F5,5BW136,100,522
523,F5,5BW74,100,523
524,F5,5BW94,100,524
525,F5,5BW76,100,525
526,F5,5BW96,100,526
527,F5,5BW116,100,527
528,F5,5BW134,100,528
529,F5,5BW132,100,529
530,F5,5BW114,100,530
531,F5,5BW29,100,531
532,F5,5BW49,100,532
533,F5,5BW65,100,533
534,F5,5BW05,100,534
535,F5,5BW27,100,535
536,F5,5BW47,100,536
537,F5,5BW63,100,537
538,F5,5BW03,100,538
539,F5,5BW25,100,539
540,F5,5BW45,100,540
541,F5,5BW61,100,541
542,F5,5BW01,100,542
543,F5,5BW23,100,543
544,F5,5BW43,100,544
545,F5,5BW59,100,545
